City,Date,Cases, Population ,Square km,PopDense,temperature,pm10,humidity,no2
QUEZON CITY,2/28/2020,3,"2,761,720.00",166.2,16616.84717,27.2,8,66.7,2.3
QUEZON CITY,2/29/2020,6,"2,761,720.00",166.2,16616.84717,27.2,7,68.2,3.6
QUEZON CITY,4/17/2020,11,"2,761,720.00",166.2,16616.84717,29.6,11,71.5,3.7
QUEZON CITY,2/25/2020,2,"2,761,720.00",166.2,16616.84717,25.5,6,75,3.4
QUEZON CITY,5/18/2020,2,"2,761,720.00",166.2,16616.84717,30.4,56,79.4,6.4
QUEZON CITY,3/6/2020,13,"2,761,720.00",166.2,16616.84717,28,12,69.2,2
QUEZON CITY,2/26/2020,1,"2,761,720.00",166.2,16616.84717,26.1,15,77.1,6
QUEZON CITY,3/29/2020,24,"2,761,720.00",166.2,16616.84717,29.7,13,66.3,2.8
QUEZON CITY,5/17/2020,2,"2,761,720.00",166.2,16616.84717,30.3,39,77,4.6
QUEZON CITY,5/11/2020,3,"2,761,720.00",166.2,16616.84717,31.5,50,69.7,5.5
QUEZON CITY,5/12/2020,5,"2,761,720.00",166.2,16616.84717,30.8,30,72.5,4.6
QUEZON CITY,3/4/2020,5,"2,761,720.00",166.2,16616.84717,26.1,10,77.5,3.8
QUEZON CITY,4/15/2020,9,"2,761,720.00",166.2,16616.84717,29,16,74,3.7
QUEZON CITY,2/15/2020,2,"2,761,720.00",166.2,16616.84717,26.6,12,71.2,8.4
QUEZON CITY,1/16/2020,1,"2,761,720.00",166.2,16616.84717,27.2,21,73.3,11
QUEZON CITY,4/30/2020,3,"2,761,720.00",166.2,16616.84717,29.7,8,67.5,3.1
QUEZON CITY,4/7/2020,17,"2,761,720.00",166.2,16616.84717,29.4,18,70.5,3.7
QUEZON CITY,4/13/2020,14,"2,761,720.00",166.2,16616.84717,28.6,17,73.6,5.1
QUEZON CITY,4/11/2020,23,"2,761,720.00",166.2,16616.84717,29,10,72.7,3.2
QUEZON CITY,3/14/2020,40,"2,761,720.00",166.2,16616.84717,28.8,16,70,4.8
QUEZON CITY,4/12/2020,20,"2,761,720.00",166.2,16616.84717,28.7,19,77,4.4
QUEZON CITY,3/27/2020,22,"2,761,720.00",166.2,16616.84717,28.8,12,70.5,2.8
QUEZON CITY,4/4/2020,23,"2,761,720.00",166.2,16616.84717,28.7,13,64.2,3.2
QUEZON CITY,5/15/2020,5,"2,761,720.00",166.2,16616.84717,26.7,42,90.5,6
QUEZON CITY,5/10/2020,4,"2,761,720.00",166.2,16616.84717,30.1,60,73,7.8
QUEZON CITY,3/28/2020,28,"2,761,720.00",166.2,16616.84717,29.3,15,68.1,3.2
QUEZON CITY,4/22/2020,8,"2,761,720.00",166.2,16616.84717,30.8,27,65.2,4.6
QUEZON CITY,3/18/2020,38,"2,761,720.00",166.2,16616.84717,27.3,11,69,1.6
QUEZON CITY,4/1/2020,25,"2,761,720.00",166.2,16616.84717,29.8,15,66.7,2.4
QUEZON CITY,4/16/2020,7,"2,761,720.00",166.2,16616.84717,29.2,19,75,6
QUEZON CITY,3/23/2020,28,"2,761,720.00",166.2,16616.84717,28.6,12,68.7,1.9
QUEZON CITY,5/2/2020,6,"2,761,720.00",166.2,16616.84717,30.5,10,64.2,5.2
QUEZON CITY,4/5/2020,24,"2,761,720.00",166.2,16616.84717,29.2,19,64.2,5.5
QUEZON CITY,3/7/2020,18,"2,761,720.00",166.2,16616.84717,28.7,17,72.8,3.6
QUEZON CITY,5/4/2020,6,"2,761,720.00",166.2,16616.84717,31.3,8,71.3,5.5
QUEZON CITY,3/31/2020,17,"2,761,720.00",166.2,16616.84717,31.9,11,56.2,2.3
QUEZON CITY,3/17/2020,31,"2,761,720.00",166.2,16616.84717,26.6,10,73,3.1
QUEZON CITY,3/25/2020,35,"2,761,720.00",166.2,16616.84717,28,9,64,1.9
QUEZON CITY,3/19/2020,35,"2,761,720.00",166.2,16616.84717,28.6,25,70.8,1.4
QUEZON CITY,4/28/2020,14,"2,761,720.00",166.2,16616.84717,29.5,14,68,5.1
QUEZON CITY,2/2/2020,1,"2,761,720.00",166.2,16616.84717,23.8,6,76.5,5.1
QUEZON CITY,3/26/2020,30,"2,761,720.00",166.2,16616.84717,28.8,12,64.5,2.3
QUEZON CITY,3/30/2020,35,"2,761,720.00",166.2,16616.84717,29.3,18,64,2.3
QUEZON CITY,3/20/2020,45,"2,761,720.00",166.2,16616.84717,28.6,11,73.2,3.2
QUEZON CITY,3/5/2020,7,"2,761,720.00",166.2,16616.84717,27.4,12,68,3.2
QUEZON CITY,3/16/2020,52,"2,761,720.00",166.2,16616.84717,27,8,74,4.7
QUEZON CITY,3/3/2020,11,"2,761,720.00",166.2,16616.84717,25.4,4,75.2,2.1
QUEZON CITY,5/1/2020,4,"2,761,720.00",166.2,16616.84717,30.2,11,66.2,4.6
QUEZON CITY,4/8/2020,17,"2,761,720.00",166.2,16616.84717,29.1,20,70.5,6.4
QUEZON CITY,5/9/2020,3,"2,761,720.00",166.2,16616.84717,30,22,75.3,3.7
QUEZON CITY,4/6/2020,23,"2,761,720.00",166.2,16616.84717,29.1,13,67.1,6
QUEZON CITY,4/27/2020,5,"2,761,720.00",166.2,16616.84717,29.9,6,72.7,4.2
QUEZON CITY,4/20/2020,10,"2,761,720.00",166.2,16616.84717,30.3,13,68,4.6
QUEZON CITY,3/15/2020,30,"2,761,720.00",166.2,16616.84717,27.7,11,70,3.4
QUEZON CITY,4/24/2020,9,"2,761,720.00",166.2,16616.84717,30.4,16,66.1,6
QUEZON CITY,4/10/2020,17,"2,761,720.00",166.2,16616.84717,28.8,7,72.8,2.3
QUEZON CITY,4/19/2020,9,"2,761,720.00",166.2,16616.84717,30,10,68.3,4.6
QUEZON CITY,4/18/2020,11,"2,761,720.00",166.2,16616.84717,28.8,9,74,3.7
QUEZON CITY,4/25/2020,3,"2,761,720.00",166.2,16616.84717,30,9,70,5.1
QUEZON CITY,4/2/2020,27,"2,761,720.00",166.2,16616.84717,29.1,11,65.2,2
QUEZON CITY,5/7/2020,3,"2,761,720.00",166.2,16616.84717,30.9,14,76.7,6
QUEZON CITY,3/9/2020,22,"2,761,720.00",166.2,16616.84717,28.6,20,78.7,10.1
QUEZON CITY,3/12/2020,30,"2,761,720.00",166.2,16616.84717,28.6,15,64.8,3.5
QUEZON CITY,4/14/2020,7,"2,761,720.00",166.2,16616.84717,27.7,7,72.6,3.2
QUEZON CITY,5/8/2020,5,"2,761,720.00",166.2,16616.84717,31.9,14,69,3.7
QUEZON CITY,3/24/2020,32,"2,761,720.00",166.2,16616.84717,28,9,69.2,2.2
QUEZON CITY,3/21/2020,28,"2,761,720.00",166.2,16616.84717,29,19,68.5,2.8
QUEZON CITY,4/9/2020,13,"2,761,720.00",166.2,16616.84717,29.8,10,71,3.7
QUEZON CITY,3/13/2020,41,"2,761,720.00",166.2,16616.84717,29.1,14,64.8,4.7
QUEZON CITY,5/16/2020,4,"2,761,720.00",166.2,16616.84717,28.3,26,82.7,5.1
QUEZON CITY,5/5/2020,3,"2,761,720.00",166.2,16616.84717,31.5,10,69.2,3.2
QUEZON CITY,4/21/2020,7,"2,761,720.00",166.2,16616.84717,30.5,9,66.8,4.4
QUEZON CITY,5/3/2020,6,"2,761,720.00",166.2,16616.84717,29.5,11,73.8,3.1
QUEZON CITY,3/8/2020,12,"2,761,720.00",166.2,16616.84717,28.8,12,78,5
QUEZON CITY,4/29/2020,9,"2,761,720.00",166.2,16616.84717,30,9,67.8,3.7
QUEZON CITY,3/10/2020,20,"2,761,720.00",166.2,16616.84717,29.1,35,80.7,23.4
QUEZON CITY,4/3/2020,25,"2,761,720.00",166.2,16616.84717,29.1,13,61.6,1.9
QUEZON CITY,3/11/2020,32,"2,761,720.00",166.2,16616.84717,28.3,17,74.2,5.9
QUEZON CITY,3/22/2020,21,"2,761,720.00",166.2,16616.84717,29,7,69.2,1.4
TAGUIG CITY,4/3/2020,3,"644,473.00",47.88,13460.17126,29.1,13,61.6,1.9
TAGUIG CITY,4/9/2020,1,"644,473.00",47.88,13460.17126,29.8,10,71,3.7
TAGUIG CITY,3/24/2020,2,"644,473.00",47.88,13460.17126,28,9,69.2,2.2
TAGUIG CITY,3/30/2020,4,"644,473.00",47.88,13460.17126,29.3,18,64,2.3
TAGUIG CITY,4/6/2020,5,"644,473.00",47.88,13460.17126,29.1,13,67.1,6
TAGUIG CITY,3/17/2020,9,"644,473.00",47.88,13460.17126,26.6,10,73,3.1
TAGUIG CITY,3/25/2020,4,"644,473.00",47.88,13460.17126,28,9,64,1.9
TAGUIG CITY,3/18/2020,5,"644,473.00",47.88,13460.17126,27.3,11,69,1.6
TAGUIG CITY,3/20/2020,5,"644,473.00",47.88,13460.17126,28.6,11,73.2,3.2
TAGUIG CITY,4/11/2020,3,"644,473.00",47.88,13460.17126,29,10,72.7,3.2
TAGUIG CITY,5/12/2020,1,"644,473.00",47.88,13460.17126,30.8,30,72.5,4.6
TAGUIG CITY,4/17/2020,2,"644,473.00",47.88,13460.17126,29.6,11,71.5,3.7
TAGUIG CITY,3/3/2020,1,"644,473.00",47.88,13460.17126,25.4,4,75.2,2.1
TAGUIG CITY,4/25/2020,2,"644,473.00",47.88,13460.17126,30,9,70,5.1
TAGUIG CITY,4/5/2020,1,"644,473.00",47.88,13460.17126,29.2,19,64.2,5.5
TAGUIG CITY,3/28/2020,5,"644,473.00",47.88,13460.17126,29.3,15,68.1,3.2
TAGUIG CITY,5/5/2020,1,"644,473.00",47.88,13460.17126,31.5,10,69.2,3.2
TAGUIG CITY,4/10/2020,4,"644,473.00",47.88,13460.17126,28.8,7,72.8,2.3
TAGUIG CITY,4/7/2020,4,"644,473.00",47.88,13460.17126,29.4,18,70.5,3.7
TAGUIG CITY,3/13/2020,5,"644,473.00",47.88,13460.17126,29.1,14,64.8,4.7
TAGUIG CITY,3/8/2020,4,"644,473.00",47.88,13460.17126,28.8,12,78,5
TAGUIG CITY,4/27/2020,3,"644,473.00",47.88,13460.17126,29.9,6,72.7,4.2
TAGUIG CITY,3/21/2020,2,"644,473.00",47.88,13460.17126,29,19,68.5,2.8
TAGUIG CITY,5/16/2020,1,"644,473.00",47.88,13460.17126,28.3,26,82.7,5.1
TAGUIG CITY,5/9/2020,1,"644,473.00",47.88,13460.17126,30,22,75.3,3.7
TAGUIG CITY,4/24/2020,2,"644,473.00",47.88,13460.17126,30.4,16,66.1,6
TAGUIG CITY,5/11/2020,1,"644,473.00",47.88,13460.17126,31.5,50,69.7,5.5
TAGUIG CITY,3/22/2020,1,"644,473.00",47.88,13460.17126,29,7,69.2,1.4
TAGUIG CITY,4/21/2020,4,"644,473.00",47.88,13460.17126,30.5,9,66.8,4.4
TAGUIG CITY,4/29/2020,1,"644,473.00",47.88,13460.17126,30,9,67.8,3.7
TAGUIG CITY,3/10/2020,8,"644,473.00",47.88,13460.17126,29.1,35,80.7,23.4
TAGUIG CITY,3/11/2020,5,"644,473.00",47.88,13460.17126,28.3,17,74.2,5.9
TAGUIG CITY,3/15/2020,7,"644,473.00",47.88,13460.17126,27.7,11,70,3.4
TAGUIG CITY,3/4/2020,1,"644,473.00",47.88,13460.17126,26.1,10,77.5,3.8
TAGUIG CITY,4/2/2020,5,"644,473.00",47.88,13460.17126,29.1,11,65.2,2
TAGUIG CITY,4/20/2020,2,"644,473.00",47.88,13460.17126,30.3,13,68,4.6
TAGUIG CITY,4/19/2020,3,"644,473.00",47.88,13460.17126,30,10,68.3,4.6
TAGUIG CITY,4/18/2020,1,"644,473.00",47.88,13460.17126,28.8,9,74,3.7
TAGUIG CITY,4/15/2020,3,"644,473.00",47.88,13460.17126,29,16,74,3.7
TAGUIG CITY,5/7/2020,1,"644,473.00",47.88,13460.17126,30.9,14,76.7,6
TAGUIG CITY,3/9/2020,2,"644,473.00",47.88,13460.17126,28.6,20,78.7,10.1
TAGUIG CITY,3/12/2020,6,"644,473.00",47.88,13460.17126,28.6,15,64.8,3.5
TAGUIG CITY,5/1/2020,5,"644,473.00",47.88,13460.17126,30.2,11,66.2,4.6
TAGUIG CITY,4/16/2020,1,"644,473.00",47.88,13460.17126,29.2,19,75,6
TAGUIG CITY,5/4/2020,3,"644,473.00",47.88,13460.17126,31.3,8,71.3,5.5
TAGUIG CITY,4/1/2020,5,"644,473.00",47.88,13460.17126,29.8,15,66.7,2.4
TAGUIG CITY,5/10/2020,1,"644,473.00",47.88,13460.17126,30.1,60,73,7.8
TAGUIG CITY,4/26/2020,1,"644,473.00",47.88,13460.17126,30.2,9,69.7,4.6
TAGUIG CITY,3/31/2020,4,"644,473.00",47.88,13460.17126,31.9,11,56.2,2.3
TAGUIG CITY,4/28/2020,3,"644,473.00",47.88,13460.17126,29.5,14,68,5.1
TAGUIG CITY,3/19/2020,7,"644,473.00",47.88,13460.17126,28.6,25,70.8,1.4
TAGUIG CITY,3/26/2020,9,"644,473.00",47.88,13460.17126,28.8,12,64.5,2.3
TAGUIG CITY,5/18/2020,1,"644,473.00",47.88,13460.17126,30.4,56,79.4,6.4
TAGUIG CITY,3/5/2020,1,"644,473.00",47.88,13460.17126,27.4,12,68,3.2
TAGUIG CITY,3/16/2020,11,"644,473.00",47.88,13460.17126,27,8,74,4.7
TAGUIG CITY,3/6/2020,1,"644,473.00",47.88,13460.17126,28,12,69.2,2
TAGUIG CITY,4/8/2020,7,"644,473.00",47.88,13460.17126,29.1,20,70.5,6.4
TAGUIG CITY,4/30/2020,3,"644,473.00",47.88,13460.17126,29.7,8,67.5,3.1
TAGUIG CITY,3/7/2020,3,"644,473.00",47.88,13460.17126,28.7,17,72.8,3.6
TAGUIG CITY,4/4/2020,6,"644,473.00",47.88,13460.17126,28.7,13,64.2,3.2
TAGUIG CITY,3/14/2020,1,"644,473.00",47.88,13460.17126,28.8,16,70,4.8
TAGUIG CITY,3/1/2020,3,"644,473.00",47.88,13460.17126,27.2,10,69.7,2.2
TAGUIG CITY,4/13/2020,2,"644,473.00",47.88,13460.17126,28.6,17,73.6,5.1
TAGUIG CITY,3/27/2020,5,"644,473.00",47.88,13460.17126,28.8,12,70.5,2.8
TAGUIG CITY,3/23/2020,5,"644,473.00",47.88,13460.17126,28.6,12,68.7,1.9
TAGUIG CITY,3/29/2020,3,"644,473.00",47.88,13460.17126,29.7,13,66.3,2.8
TAGUIG CITY,4/22/2020,2,"644,473.00",47.88,13460.17126,30.8,27,65.2,4.6
TAGUIG CITY,4/12/2020,2,"644,473.00",47.88,13460.17126,28.7,19,77,4.4
